image,x,y,mask,lifecycle
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,177,237,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_3200_3200.177.237.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,270,127,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_400_400.270.127.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_2400_2800.png,354,189,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0006_2400_2800.354.189.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_3200_0.aug.2.png,153,220,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_3200_0.153.220.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_3200_0.aug.2.png,374,65,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_3200_0.374.65.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_2000_2800.aug.2.png,259,333,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_2000_2800.259.333.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_2000_2800.aug.2.png,199,352,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_2000_2800.199.352.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,213,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.213.110.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,303,68,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.303.68.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,264,108,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.264.108.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,289,147,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.289.147.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,290,243,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.290.243.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,134,168,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.134.168.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,186,127,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.186.127.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,246,161,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.246.161.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,317,205,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.317.205.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,366,169,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.366.169.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,388,221,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.388.221.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,311,314,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.311.314.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,46,82,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.46.82.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_800_1600.png,283,65,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_800_1600.283.65.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_1600_1200.aug.1.png,53,155,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.53.155.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,197,359,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.197.359.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,51,370,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.51.370.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,86,138,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.86.138.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,90,83,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.90.83.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,85,248,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.85.248.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,144,65,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.144.65.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,90,163,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.90.163.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,26,97,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.26.97.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,309,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0006_1200_800.309.73.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,114,235,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0006_1200_800.114.235.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,57,255,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0006_1200_800.57.255.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,40,215,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0006_1200_800.40.215.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.1.png,207,380,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_2800.207.380.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.1.png,216,221,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_2800.216.221.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,180,133,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.180.133.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,221,111,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.221.111.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,150,141,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.150.141.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,94,23,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.94.23.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,33,153,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.33.153.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,82,170,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.82.170.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,181,236,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.181.236.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,161,190,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.161.190.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,227,194,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_3200.227.194.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.aug.2.png,385,181,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_400_1600.385.181.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.aug.2.png,287,293,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_400_1600.287.293.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,310,199,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0035_3600_2000.310.199.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_4000_2000.aug.0.png,360,371,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0043_4000_2000.360.371.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,346,268,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0035_3600_2000.346.268.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,335,133,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0035_3600_2000.335.133.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,375,74,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0035_3600_2000.375.74.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,271,308,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0035_3600_2000.271.308.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3200_1600.png,70,361,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3200_1600.70.361.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3200_1600.png,10,340,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3200_1600.10.340.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_2000.aug.0.png,170,242,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2000.170.242.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3200_1600.png,153,351,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3200_1600.153.351.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_2000.aug.0.png,301,233,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2000.301.233.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_2000.aug.0.png,286,122,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2000.286.122.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_2000.aug.0.png,20,200,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2000.20.200.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_2000.aug.0.png,33,270,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2000.33.270.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_1600_2400.png,266,32,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_1600_2400.266.32.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_1600_2400.png,171,283,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_1600_2400.171.283.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0055_1600_1600.aug.1.png,55,108,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.55.108.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0055_1600_1600.aug.1.png,192,142,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.192.142.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0055_1600_1600.aug.1.png,166,173,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.166.173.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_2000_3200.aug.1.png,173,167,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_2000_3200.173.167.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_2000_3200.aug.1.png,290,191,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_2000_3200.290.191.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_2000.aug.0.png,378,270,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_2000.378.270.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_800.aug.1.png,145,143,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_800.145.143.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0031_1600_1600.png,38,156,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0031_1600_1600.38.156.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0031_1600_1600.png,117,107,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0031_1600_1600.117.107.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0031_1600_1600.png,27,62,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0031_1600_1600.27.62.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_2000_0.aug.0.png,358,219,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2000_0.358.219.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,250,200,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.250.200.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,245,247,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.245.247.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0010_4400_2800.aug.0.png,126,306,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0010_4400_2800.126.306.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.png,377,213,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_400_1600.377.213.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.png,165,19,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_400_1600.165.19.mask.npy,overripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.png,294,111,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_400_1600.294.111.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_1600_1200.png,219,118,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_1600_1200.219.118.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_1600_1200.png,138,127,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_1600_1200.138.127.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,270,198,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.270.198.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,346,307,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.346.307.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,364,235,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.364.235.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,255,305,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.255.305.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,108,229,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.108.229.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,250,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.250.73.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,174,147,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.174.147.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,149,57,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.149.57.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,289,29,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.289.29.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,87,63,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.87.63.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,364,333,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.364.333.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,154,102,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.154.102.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_2800_2000.aug.1.png,324,329,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.324.329.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,195,104,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.195.104.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,104,196,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.104.196.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,195,321,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.195.321.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,303,326,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.303.326.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,238,285,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.238.285.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,337,253,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.337.253.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,379,316,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.379.316.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,341,96,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.341.96.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,276,58,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.276.58.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,380,196,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.380.196.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,106,385,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.106.385.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_2400_2800.aug.0.png,52,311,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0011_2400_2800.52.311.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,132,170,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.132.170.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_2400_2800.aug.0.png,10,243,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0011_2400_2800.10.243.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,245,161,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.245.161.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,187,121,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.187.121.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,222,132,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.222.132.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,313,204,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.313.204.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,371,162,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.371.162.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,388,215,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.388.215.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,311,318,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.311.318.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3200_2400.aug.0.png,156,312,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_3200_2400.156.312.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3200_2400.aug.0.png,61,318,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_3200_2400.61.318.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_2000_1600.aug.2.png,141,378,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_2000_1600.141.378.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_2800_2000.aug.2.png,161,332,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_2800_2000.161.332.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_2800_2000.aug.2.png,90,251,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_2800_2000.90.251.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_3200_2800.aug.1.png,220,34,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0030_3200_2800.220.34.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0055_2400_2000.png,388,48,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_2400_2000.388.48.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_2800_1200.aug.2.png,263,208,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_2800_1200.263.208.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_2800_1200.aug.2.png,193,252,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_2800_1200.193.252.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_2800_1200.aug.2.png,256,293,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_2800_1200.256.293.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_0_1200.png,168,124,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_0_1200.168.124.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_4000_1600.png,312,130,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_4000_1600.312.130.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_4000_1600.png,324,239,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_4000_1600.324.239.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_4000_1600.png,168,10,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_4000_1600.168.10.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,196,106,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.196.106.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,89,261,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.89.261.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,105,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.105.110.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,373,309,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.373.309.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,55,381,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.55.381.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_4000_3200.aug.1.png,106,315,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_4000_3200.106.315.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_2400_1200.png,158,322,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.158.322.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_4000_3200.aug.1.png,328,294,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_4000_3200.328.294.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_2400_1200.png,136,284,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.136.284.mask.npy,unripe
